Array	IF_Pseudomonadota_motif_7_1	IF_Pseudomonadota_motif_7_1_pvalue
MH310935.1_Array_2	25	0.627819885108
MN419153.1_Array_2	25	0.627819885108
MW794150.1_Array_2	26	0.627819885108
MW794151.1_Array_2	22	0.627819885108
MW794152.1_Array_2	25	0.627819885108
MW794153.1_Array_2	26	0.627819885108
MW794154.1_Array_2	25	0.627819885108
MW794155.1_Array_2	25	0.627819885108
MW794156.1_Array_2	25	0.627819885108
MW794157.1_Array_2	25	0.627819885108
MW794158.1_Array_2	25	0.627819885108
MW794159.1_Array_2	25	0.627819885108
MW794160.1_Array_2	25	0.627819885108
MW794161.1_Array_2	25	0.627819885108
MW794162.1_Array_2	25	0.627819885108
MW794163.1_Array_2	25	0.627819885108
MW794164.1_Array_2	25	0.627819885108
MW794166.1_Array_2	25	0.627819885108
MW794167.1_Array_2	25	0.627819885108
MW794169.1_Array_2	25	0.627819885108
MW794170.1_Array_2	25	0.627819885108
MW794171.1_Array_2	25	0.627819885108
MW794172.1_Array_2	25	0.627819885108
MW794173.1_Array_2	25	0.627819885108
MW794177.1_Array_2	25	0.627819885108
MW794179.1_Array_2	25	0.627819885108
MW794180.1_Array_2	25	0.627819885108
MW794182.1_Array_2	25	0.627819885108
MW794183.1_Array_2	25	0.627819885108
MW794188.1_Array_2	25	0.627819885108
MW794190.1_Array_2	25	0.627819885108
